"","SZAXPI003409.8","SZAXPI003410.3","SZAXPI003411.6","SZAXPI003412.1","SZAXPI003413.4","SZAXPI003414.3","SZAXPI003415.12","SZAXPI003416.4","SZAXPI003417.4","SZAXPI003418.8","SZAXPI003419.6","SZAXPI003420.4","SZAXPI003421.5","SZAXPI003422.11","SZAXPI003423.8","SZAXPI003424.12","SZAXPI003425.1","SZAXPI003426.11","SZAXPI003427.1","SZAXPI003428.6","SZAXPI003429.3","SZAXPI003430.5","SZAXPI003431.1","SZAXPI003432.12","SZAXPI003433.7","SZAXPI003434.7","SZAXPI003435.11","SZAXPI003436.7","SZAXPI003437.3","SZAXPI015209.133","SZAXPI015210.17","SZAXPI015211.166","SZAXPI015212.113","SZAXPI015213.15","SZAXPI015214.19","SZAXPI015215.20","SZAXPI015216.169","SZAXPI015217.140","SZAXPI015218.16","SZAXPI015219.129","SZAXPI015220.136","SZAXPI015221.142","SZAXPI015222.123","SZAXPI015223.158","SZAXPI015224.13","SZAXPI015225.18","SZAXPI015226.14","SZAXPI015227.13","SZAXPI015228.14","SZAXPI015229.15","SZAXPI015230.16","SZAXPI015231.17","SZAXPI015232.18","SZAXPI015233.19","SZAXPI015234.20","SZAXPI015235.21","SZAXPI015237.23","SZAXPI015238.24","SZAXPI015239.25","SZAXPI015240.26","SZAXPI015241.27","SZAXPI015242.30","SZAXPI015243.31","SZAXPI015244.32","SZAXPI015245.33","SZAXPI015246.34","SZAXPI015247.35","SZAXPI015248.36","SZAXPI015249.37","SZAXPI015250.39","SZAXPI015251.41","SZAXPI015252.43","SZAXPI015253.44","SZAXPI015254.45","SZAXPI015255.46","SZAXPI015256.47","SZAXPI015257.56","SZAXPI015258.57","SZAXPI015259.62","SZAXPI015260.74","SZAXPI015261.75","SZAXPI015262.79","SZAXPI015263.84","SZAXPI015264.87","SZAXPI015265.88","SZAXPI015266.89","SZAXPI015267.102","SZAXPI015268.109","SZAXPI015269.94","SZAXPI015270.90","SZAXPI015271.93","SZAXPI015272.108","SZAXPI015273.95","SZAXPI015274.111","SZAXPI017451.16","SZAXPI017452.17","SZAXPI017453.19","SZAXPI017454.20","SZAXPI017455.21","SZAXPI017456.23","SZAXPI017457.24","SZAXPI017458.25","SZAXPI017459.26","SZAXPI017460.27","SZAXPI017461.32","SZAXPI017462.33","SZAXPI017463.36","SZAXPI017464.37","SZAXPI017465.43","SZAXPI017466.84","SZAXPI017467.87","SZAXPI017468.88","SZAXPI017580.90","SZAXPI017581.93","SZAXPI017582.94","SZAXPI017583.102","SZAXPI017584.108","SZAXPI017585.109","SZAXPI017586.111","SZAXPI017587.113","SZAXPI017588.123","SZAXPI017589.133","SZAXPI017590.136","SZAXPI017591.140","SZAXPI017592.142","SZAXPI017593.158","SZAXPI017594.166","SZAXPI017595.169"
"Streptococcus",0.10035,0.19676,0.39934,0.75563,0.05371,0.05072,0.50297,0.06025,0.0087,4.47343,0.70364,0.47627,0.27703,1.17829,1.54491,0.08785,0.11096,0.01309,0.10968,0.01993,2.90681,0.10861,0.22213,0.13791,0.33334,1.7361,0.17825,0.15416,6.85962,0.19446,1.95478,0.23042,3.74185,0.16325,0.71088,0.15429,0.39573,0.16454,0.1337,1.53337,1.82426,0.27572,0.09349,1.16229,0.85583,0.00706,0.33423,0.2012,2.34693,0.16594,0.17111,0.20486,0.74372,0.33393,0.36956,0.71393,0.06008,0.12997,0.2958,0.15883,0.10192,0.49584,0.32759,0.66571,0.12939,0.13676,0.29703,0.61505,0.54854,0.25997,0.31943,1.39259,1.09191,0.2104,0.12556,0.0361,0.23893,7.3666,2.48182,6.35693,0.16091,0.01894,0.03018,0.00515,0.01072,0.35948,0.23333,0.2281,0.07469,0.027,0.61305,0.03096,13.04859,0.14195,0.80956,0.34927,0.18042,16.7952,5.43592,5.4518,0.06347,1.28835,3.28635,0.53879,1.90406,0.07499,0.04982,0.02182,0.08693,0.37465,0.16843,0.00672,0.05401,2.17564,0.07062,0.13509,0.07433,0.21648,1.10998,0.58387,0.47814,0.11637,0.13147,0.16199,0.91866,0.02291,0.65147,0.5484
"Christensenella",0,0.06557,0.14498,0.01324,0.04206,0,0,0,0,0,0,0.0029,0.00444,0.03029,0,0.07813,0,0.0102,0,0,0,0,0,0,0.04385,0.11767,0.09172,0.06101,0.04626,0.00367,0,0.03436,0,0.01107,0,0,0.0289,0,0.14418,0,0,0.00498,0,0.04821,0,0.16195,0.03139,0.19244,0,0,0.07135,0,0,0,0.29727,0,0.00666,0,0,0.01821,0.01257,0,0.03236,0.05551,0,0,0.00128,0.00242,0,0.02972,0.00676,0.00323,0.05863,0.01168,0,0.00203,0,0.00681,0,0.07585,0.00956,0,0,0.00113,0,0,0,0,0.00652,0,0.02629,0,0.00257,0,0,0,0.25436,0.23871,0.02164,0.0293,0,0,0.02529,0.09553,0,0,0.16928,0,0,0.02435,0,0,0.01095,0.14706,0,0,0.00288,0.0231,0,0.02386,0.01315,0,0,0.01498,0.07778,0.04133,0.01725,0.01606
"Butyricicoccus",0,0,0,0,0,0,0,0.44771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05688,0,0,0,0.03165,0.00813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium",3.54218,0.06354,0,0,0.17779,0.13409,1.12537,0.00194,0.0274,0.00695,0,0.0051,0.10367,6.10395,0.12044,0,0.15436,0.17354,0.04851,0,0,0,0.40674,0.04167,0.02277,2.21001,0.38646,0.11817,0.00308,0.32218,0.06547,0.04777,0.00478,0.40976,0.07623,0.37568,0.9769,1.19302,0.90242,6.7418,1.55268,0.23711,1.04729,0.25404,0.01189,2.33956,0,1.52348,0.87946,0,0.03984,0,1.15313,0.07837,0.0524,0.19013,0.16763,0.06822,0,0.00193,0.4014,0,0,1.38339,0.13533,0.02089,0.21855,0.27224,0,0.4868,0.2082,0.27679,0.08109,0,1.00623,0.29411,0.05939,0.04058,0.04309,0.22668,0.50559,0.35305,0,0.10695,0.08258,0.71594,1.72733,1.15435,0.26754,2.37147,2.49239,0.00402,0,2.92878,0.00073,0.01554,0.60788,1.32421,0.71143,0.93341,0.36176,0.24868,0,0,0.02019,0.5448,0,0,0.00369,0.52078,0.11613,1.41924,1.80259,1.74429,0.13127,0.349,1.74002,0.0854,0.01965,1.80802,0.01336,1.86462,1.24787,0,0.30002,1.0011,0.19196,0.00159
"Hungatella",0,0.02178,0,0.04164,0.00602,0.12108,0.20739,0.05036,0.00691,0.00442,0,0,0.02875,0.74476,0.12924,0.1151,0.19267,0,0.05587,0.1416,0.00013,0,0.01934,0,0.15,0.111,0.03264,0.11008,0,0.01563,0.00119,0.08399,0.00184,0.00092,0.06245,0.0033,0.02034,0.01624,0.00804,0.01699,0,0.17949,0.12249,0.00142,0,0.0091,0.00788,0,0,0,0.00104,0,1.0818,0.02728,0,0,0.17276,0,0,0.03458,0.02125,0,0,0,0,0.07366,0.13477,0,0,0.01593,0,0,0.00847,0.15958,0.00463,0.01635,0.01476,0,0.00072,0.08312,0.00052,0.01112,0,0,0.0166,0,0.00259,0,0,0,0.00226,0,0.00699,0.03413,0,0.07369,0.03888,0.07997,0.01918,0.16772,5e-04,0.0031,0,0.46437,0,0,0.00588,0.03238,0.32692,0.12777,0,0,0.01645,0.00602,0.07603,0.01823,0.01382,0.13078,0.0146,0.03507,0.03749,0.03586,0,0,0.02645,0.04881,0.0415,0.03159
"Lactonifactor",0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0.05196,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01275,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228,0.01613,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0.00347,0,0,0.00649,0,0,0,0.00316,0,0.00499,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0.04332,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0.01442,0,0,0,0,0,0,0,0,0,0,0.01187,0,0,0.00422
"Paraclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sarcina",0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerofustis",0.00829,0,0,0.04006,0,0,0,0,0,0,0,0,0,0,0,0.02582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium",0.42446,8.8492,9.19924,4.25043,1.2672,0.15502,35.843,12.8189,0.25788,4.79613,0.53112,14.94785,2.29213,0.43351,0.0676,0.22326,0.7552,3.89314,0.19328,0.01765,1.96623,0.02407,11.08041,6.8692,0.04013,0.00494,1.16645,2.9186,1.76727,0.73719,1.83622,0.4832,7.37957,0.24333,0.04826,1.03,14.31247,18.35282,0.51698,2.89891,1.97936,45.96067,0.63088,24.74363,9.32946,1.94023,17.61264,5.20896,2.94901,0.06265,4.11132,0.13731,5.9376,2.89386,1.33548,1.25399,0.00393,0.44199,0.01039,0.9629,22.29867,2.86993,1.78354,53.43554,0.73373,13.04936,4.06794,26.71922,11.42304,0.54006,0.48793,9.83265,48.50704,0.7091,3.31743,1.33759,1.80717,0.1456,6.87191,1.88088,5.9221,2.23339,16.6095,2.92356,8.71712,3.65147,4.05296,8.56645,8.38998,3.96536,20.83094,0.44278,0.4761,0.00307,0.13414,34.39891,0.18418,7.1631,0.00544,6.96216,0.14143,1.62696,0,1.62266,0.20679,6.21652,2.19763,3.98582,11.4334,0.05024,1.70933,0.58707,10.35576,0.98921,0,8.17643,0.02935,2.9399,1.04896,3.97764,0.53525,1.18336,1.96282,6.94838,0.65306,13.89045,17.39275,0.16497
"Mogibacterium",0,0,0.00873,0,0.00165,0,0.00433,0,0,0.00052,0,0,0,0.00199,0,0.00738,0,0,0,0,0,0,0,0,0,0,0,0,0.04974,0,0.00881,0.00132,0.00206,0,0.01285,0,0,0.00034,0,0.01534,0,0.00507,0,0.00214,0.00034,0,0,0,0.00358,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772,0,0.0023,0.00726,0,0.00751,0,0.00338,0,0,0,0,0.00344,0,0,0,0,0.00239,0,0,0,0.00256,0,0,0,0,0,0,0,0,0,0,0.00603,0,0,0.14319
"Anaerobutyricum",1.28712,0.2944,1.05477,0.19288,0.04338,0.22279,0.95908,0,0.00737,0.05604,0.05044,0.05122,0.09369,0.13508,0,0.69532,0.41137,0.0133,0.09476,0,0.1997,0.29164,0.00093,0.17634,0.47348,0,0.11911,0.49308,0.9297,0.00776,0.13597,0.22325,0.39494,0.11942,0.12347,0.18329,0.12682,0.07741,0.79254,0.04345,0.03986,0.08942,0.13012,0.09726,1.07908,0.01565,0.05582,0.27906,0,0.0552,1.09327,0.09037,0.02181,0,0.98028,0.5098,0,0.17792,0.01387,0,0.48518,0.06127,0.1999,0.26692,0.10482,0.13709,0.08882,0.02795,0.21332,0.30104,0.68807,0.35859,0.95989,0,0.17745,0.00562,0.20265,0.02442,0.4643,0.11773,0.04322,0.45207,0.14728,0.04284,0.06579,0.15633,0.00598,0.14164,0.30834,0.1438,0.43808,0.05434,0.22747,0.02566,0,0.09981,0.04923,0.04655,0.04191,0.55365,0.01725,0.11679,0,0.17727,0.0471,0.05677,0.12124,0,0.1421,0.74097,0.05344,0.07869,0.06857,0.11158,0,0.08034,0.00714,0.00277,0.02803,0,0.08545,0.03382,2.12809,0.46727,1.78907,0.0926,0.73528,0
"Anaerostipes",2.61438,0.19203,0.65001,0.92489,0.23338,0.8459,0.78542,0,0.01824,0.01733,0.86415,0.02887,0.33755,0.06925,4.28463,2.69294,2.60073,0.25907,0.10875,0.01564,0.44136,3.53561,0.04217,0.10039,0,7.036,0.4893,0.1842,18.45121,0.01259,11.90504,0.52636,5.58795,1.07564,0.01466,0.13404,1.30808,0.04305,0.71258,9.81636,0.00432,0.284,0.063,0.73787,4.19957,1.09263,0.15531,0.21311,3.58758,0.12927,1.53233,2.13493,1.0026,3.56847,2.53809,0.0157,0,0.41493,0.18626,1.36081,0.24226,0.45661,0.27531,0.13145,0.5614,1.95205,0.48424,1.01551,0.19898,1.07445,0.61895,0.29367,0.59063,0,0.07592,0.06448,3.1766,3.44143,6.94165,0,0.10683,0.5258,0.03892,0.78256,2.81606,0.38073,0.06583,0.41516,1.85646,0.81419,0.27923,0.22629,1.60528,0,0.00499,1.80422,0.19478,0.04413,0.88014,0.64037,0.14448,0.60479,4.48476,0.52625,0.30747,0.0516,0.35643,0.56726,0.50239,0.09892,0.10003,3.6252,0.47885,0.07216,0,0.2128,0.00122,0.96761,0.76674,0.00208,0.22712,0.77469,0.15992,8.66988,0.49166,0.01755,0.96714,0.31977
"Anaerotignum",0,0,0,0,0,0,0,0,0,0.14159,0,0,0,1.60986,0,0,0,0.1642,0,0.32196,0,0,0,0,0,0,0.00721,0,0,0,0,0,0,0,0,0,0.05422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32882,0,0,0,0,0,0,0,0,0,0,0,0,0.00406,0,0,0,0.87498,0,0,0,0,0,0.32473,0,0,0,0,0.00557,0,0,0,0,0,0,0,0,0,0,0.10184,0,0,0.01507,0,0,0,0,0,0,0,0,0.04947,0,0,0,0,0,0,0.34966,0,0,0,0,0.00075,0,2.16551,0,0,0.22276,0,0,0
"Blautia",1.18762,0.21397,0.75598,3.18031,0.5992,0.57534,0.59267,0,0.20916,0.36281,0.15495,0.07676,0.29164,0.30347,1.36793,5.9778,0.99732,0.04634,0.59445,0.35094,0.09331,0.54666,0.07702,0.20024,0.76603,0.49776,0.79054,0.19114,6.59635,0.01987,0.70427,0.3686,2.87255,0.24747,0.4439,0.25304,1.2752,0.13295,2.35218,0.72378,0.11385,0.23856,0.17521,1.52392,1.38186,0.3042,0.1106,2.46023,1.94247,0.09484,0.49444,0.08461,1.36988,0.46335,1.84146,0.41888,0.65425,0.46579,0.14105,1.21195,0.31229,0.15868,0.34806,0.32097,0.10946,0.868,2.0048,0.26998,0.10807,1.81766,0.2587,0.1999,2.17731,0.61264,0.19445,0.42465,0.85443,0.12039,0.52401,0.74971,0.1602,0.77498,0.14034,0.45221,0.1217,0.28257,0.08189,0.14553,0.2109,0.05398,0.18322,0.20992,1.94318,1.9946,1.96738,2.2947,0.56622,0.94251,1.09818,0.11644,0.03844,0.62116,10.51871,0.28229,0.3022,0.04831,0.13219,0.22708,0.00941,1.24673,0.1893,0.15383,1.47125,1.5315,1.12535,0.339,0.25051,0.24506,0.28244,0.26732,0.6199,0.26307,1.84895,0.64771,11.20333,0.20829,2.39314,1.12427
"Butyrivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98444,0,0,0,0,0,0,0,0,0,0,0,0.39513,0,0,0,0
"Coprococcus",1.76017,0.59633,0.37155,0.87542,0.30972,1.36051,0.51707,0.06952,0,0.54896,0,0.21561,0.40345,1.40604,0,0,2.14264,0.11952,0.02653,0,0.32143,0.04373,0.2743,0.77826,0.13128,0,0.70893,0.25211,0,0,1.66242,2.54775,5.15816,0.1681,0,0.723,0.39514,0.31953,0.24307,0.71541,2.39852,2.15473,0.22153,0.84613,0.97941,0.4569,0.17692,2.25107,1.93836,0.11499,1.1522,0.44976,0,1.08345,0.41131,0.82451,0.10306,0.44572,0,4.32542,6.474,1.59493,0.40837,3.62764,5.54034,0.01144,0,1.24592,1.10857,0.85901,0.35003,0.32458,1.63731,0,3.18399,0.02858,6.73126,4.96882,1.9229,0.12723,1.21059,0.48519,3.21232,5.8646,0.54053,0.68737,0.45342,0.72646,0.90747,9.11982,2.81986,1.4327,3.47396,4.13751,0,0,0.29973,6.99128,0,0.48453,0.08552,0.59315,7.68125,0.05092,0.78553,1.80109,0.1788,0.09368,0.02342,1.77051,0.7838,0.30214,2.69344,0.79931,0.15522,0.21062,0.01563,0,0.85257,0,4.75195,0.42826,1.62007,2.42203,0,0.29389,11.03331,0.00271
"Dorea",1.657,0.57747,3.66175,2.69972,0.37519,0.74675,1.08818,0,0.18871,0.81034,0.66561,0.29038,0.337,2.03644,0.85959,6.06319,1.27951,0.22538,1.88676,0,0.47313,0.8884,0.99143,0.4203,0.54723,0.00122,0.86298,0.32659,5.54458,0.03619,2.82938,3.06811,1.81659,1.08891,0,1.62209,1.21608,0.20584,0.94237,4.45701,0.31657,1.05222,0.34925,4.21343,1.08272,0.29335,0.33138,2.05779,0.59594,0.02766,1.00056,0.30664,0,0.86931,1.35117,0.78113,1.5357,0.68601,0.08988,0.17593,0.51009,0.59865,0.57711,1.48976,0.28811,0.76049,0.32284,0.70756,1.30855,1.46069,0.47175,1.1335,3.70197,0,0.37834,0.16705,9.82379,0.3427,0,1.24796,0.42262,0.65823,0.13707,0.63163,0.97933,0.97907,0.2289,0.28041,1.1147,0.21857,0.45521,0.14801,4.82348,0.03492,0.00136,0.87614,0.6272,1.02512,2.55166,0.38415,0.09581,0.5672,1.73482,1.15309,0.92318,0.69098,0.64142,0.51086,0.12851,0.82195,0.6696,0.95918,1.77707,1.04098,1.89866,1.5424,0.20323,0.23018,0.63003,0,1.05457,0.57289,5.52911,4.01307,0.54282,0.35529,2.81482,7.1925
"Eisenbergiella",0.00086,0.17699,0.06681,0.05392,0.00712,0.05549,0,0.00176,0.00054,0.00157,0,0,0.07304,0.95332,0.21384,1.16282,0.17359,0.06566,0.01455,0,0,0,0,0.00624,0,1.2116,0.00487,0.15076,0,0,0.00932,0.06973,0,0.0031,0,0,0.0358,0.00074,0.01225,0,0,0.02338,0,0.00266,0,0.02627,0.01468,0.06034,0,0,0.01488,0,0,0,0.11939,0.00501,0,0,0,0.03342,0.02674,0,3e-04,0.0055,0,0,0.04881,0,0,0.00476,0.02967,0,0.05041,0,0,0.00533,0.07719,0,0.00193,0,0,0.0112,0,0.01339,0,0,0.01011,0.01448,0.00986,0,0,0,0,0,0,0,0.36891,0.18692,0,0.05093,0.02651,0,0,0.8005,0,0,0.1536,0.00941,0.49393,0.00226,0,0,0.19799,0.70678,0,0.01141,0.05955,0.30881,0,0,0,0.00594,0.00033,0,0,0.11894,0.00589,0.15778
"Enterocloster",0.01215,0.08739,0.00175,0.71082,0.08168,0.73806,0.42591,0.06933,0.06195,0.02831,0.04566,0,0.01511,0.66622,7.85226,0.7459,1.77583,0.05661,0.34279,5.50749,0,0.0074,0.04244,0.01802,0.55617,4.00225,0.04482,0.28974,0.27288,0.21081,0.00424,0.44865,0,0.0524,0.54183,0.07947,0.06203,0.07081,0.00215,0.56171,0,0.31267,0.23251,0.05162,0,0.08258,0.02109,0.01126,0.12382,0.00723,0.02109,0.00072,0.39741,0.06829,0.02078,0.00226,0.24392,0.00765,0,0.10561,0.14539,0.0102,0.04975,0.00127,0.01449,0.24938,0.33253,0,0.00855,0.01965,0.05637,0.00898,0.02875,1.40343,0.00638,0.16157,0.04627,0.02102,0.05798,0.69163,0.0035,0.05466,0.00368,0.03178,0.14074,0.00477,0.12963,0.16948,0.33331,0.06417,0.05361,0.00751,0.05082,0.362,0.12854,0.10891,0.1008,0.54789,0.05755,0.0691,0.22918,0.0242,0.70143,0.47579,0.02383,0,0.20923,0.38149,0.36405,0.16752,0.00632,0,0.09077,0.05959,0.16993,0.23942,0.11455,0.73498,0.0987,1.13177,0.09341,0.07402,0.03026,0.00636,0.01993,0.17936,0.02956,0.46132
"Faecalicatena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819,0,0,0,0,0,0,0,0,0,0
"Fusicatenibacter",0.65212,0.17116,0.76486,1.00354,0.39753,0.23414,0.18208,0,0.14868,0.20983,0.57067,0.17177,0.2775,1.04865,0,0,0.52919,0.09121,0,0,1.1889,0.26098,0.06069,0.12911,0,0,0.33528,0.05252,0,0.16328,0.50858,0.35904,3.63961,3.66256,0.11326,0.50729,0.5986,0.3321,1.98529,0,0.02542,0.47633,0.08736,0.22729,4.12813,0.08385,0.21557,1.874,1.14794,0.19504,2.91544,0,0.97512,0.578,0.92755,0.48958,0,1.31678,0,1.70423,0.65405,0.54953,0.76076,0.52975,0.27506,0.88541,0.78272,0.66241,0.71104,0.68098,0.64017,1.08332,1.71282,0,0.43174,0.16092,6.4569,0.14499,2.64074,0.60157,0.62407,3.65587,0.34006,0.80617,1.43121,0.48483,0.11741,0.34685,0.66222,0.13868,0.32994,0.51664,2.54124,0,0,0.65205,0.03778,0.04698,0.77937,0.46462,0.1925,0.62416,2.01592,0.03301,0.11871,0.04529,1.13244,0.29485,0.11324,0.5853,0.12897,0.13242,0.25101,0.05302,0,0.23685,0.00466,0,0.73211,0,0.60954,0.44193,1.6853,5.47605,0.1879,0.15036,1.69266,0
"Lachnoanaerobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,0.00177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium",0.00738,0.03748,0.00233,0.06268,0.27971,0.26399,0.00219,0.26313,0.00187,0.02788,0,0,0.0019,0.69972,0.1895,0.31209,0.24952,0.01347,0.37736,0.02209,0,0.00087,0,0,0.00056,0.20859,0.05062,0.07316,0.01671,0.0218,0.0017,0.10984,0,0.0081,0.13359,0,0.11765,0.04532,0,0,0,0.89879,0.17234,0.00857,0,0,0.02242,0,0,0.0014,0.00721,0,0,0.01025,0,0,1.31649,0,0,0.02956,0.02223,0,0.00219,0,0,0.06112,0.05077,0,0,0.03119,0.00953,0,0.00066,0.11189,0,0.00819,0.12838,0,0.01521,0.4812,0,0.00709,0,0,0.01323,0,0.01196,0,0,0,0,0,0.00392,0.02017,0,0.13691,0,0.85915,0.83561,0.10766,0.06317,0.00275,0.01626,1.9264,0,0,0.10047,0.02503,0.03933,0.17998,0,0,0.03557,0.02019,1.15484,0.07751,0.06216,0.5797,0.10884,0.05349,0.00205,0.0106,0.00655,0,0.01849,0,0.00059,2.17157
"Lachnospira",0.97879,9.30985,0.20898,0.99052,20.11992,0.1718,0,0.00215,6.80524,0.38321,4.19006,1.01984,13.28273,0.59319,0.00492,0.14279,0.09444,0,0.00403,0.00071,2.33498,0.00523,0.11719,0.206,0.77635,0.00024,0.10462,2.63583,0.09023,0.59885,2.79511,0.00242,16.10585,0,0.24942,4.01018,0.00754,3.00828,3.66497,0,3.46098,2.8743,1.68426,1.42149,0.01113,3.16663,0,1.58709,0.03692,0.61031,13.24874,0.44246,0,1.32943,0,3.47301,0,2.21054,0,1.61363,8.80287,8.71766,1.97087,0.15992,4.17211,0.11297,0.24823,8.54145,7.89966,0.0602,2.63261,5.17829,0.85769,9.98895,9.73353,0,21.36557,6.00793,11.31933,2.43973,2.30169,1.79504,4.0897,6.28288,0.00151,13.85038,1.79224,3.48236,14.58286,16.59054,3.46515,8.1535,3.19301,0,0.01019,3.93508,0.60082,0.76323,0,0.34141,2.39186,5.94526,0.00868,0.62157,0.10109,3.76676,1.3155,14.86673,0,0.14124,4.12098,2.44197,2.32894,0.35783,0,0.47012,0.54976,8.07481,2.72776,0.00654,0.18978,2.14314,0.06758,0.33064,0.9651,5.1083,3.79909,0.00096
"Lacrimispora",0,0.04626,0.01192,0,0,0,0.00441,0,0,0,0,0,0,0,0,0.44903,0,0,0,0,0,0,0,0,0.06156,0,0,0,0,0,0,0.54329,0,0,0,0,0,0,0,0,0,0,0,0.07921,0,0,0.03364,0.0015,0,0,0,0,0,0,0.09401,0,0,0,0,0.16584,0,0,0,0,0,0,0.01383,0,0,0,0.00486,0.00351,0.02259,0.71484,0,0,0,0,0,0,0,0.0176,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0.00985,0,0,0,0,0,0,0.53939,0,0,0.0575,0,0,0,0.05614,0,0.09371,0,0,0,0,0,0,0.01091,0,0.00649,0,0,0
"Marvinbryantia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
